date,open,high,low,close,Adj Close,volume,trade_count,vwap
2023-01-30 09:00:00+00:00,178.5,178.96,176.23,176.8,176.8,79410.0,1673.0,178.111354
2023-01-30 09:01:00+00:00,176.3,176.6,175.44,175.5,175.5,37867.0,1144.0,176.066824
2023-01-30 09:02:00+00:00,175.48,175.5,174.7,174.75,174.75,61572.0,1153.0,175.073603
2023-01-30 09:03:00+00:00,174.61,174.75,174.01,174.01,174.01,46849.0,1078.0,174.429569
2023-01-30 09:04:00+00:00,174.06,174.25,173.4,173.4,173.4,55564.0,1146.0,173.941459
2023-01-30 09:05:00+00:00,173.31,174.04,173.23,173.6,173.6,56392.0,1168.0,173.587582
2023-01-30 09:06:00+00:00,173.65,173.88,173.48,173.8,173.8,29120.0,734.0,173.661317
2023-01-30 09:07:00+00:00,173.83,174.4,173.83,174.26,174.26,32180.0,665.0,174.180961
2023-01-30 09:08:00+00:00,174.25,174.25,173.6,173.8,173.8,30573.0,696.0,173.872035
2023-01-30 09:09:00+00:00,173.82,174.09,173.8,173.95,173.95,18205.0,464.0,173.921647
2023-01-30 09:10:00+00:00,173.95,174.28,173.95,174.23,174.23,16946.0,409.0,174.102021
2023-01-30 09:11:00+00:00,174.25,174.6,174.23,174.31,174.31,25114.0,508.0,174.375138
2023-01-30 09:12:00+00:00,174.4,174.9,174.4,174.89,174.89,23683.0,427.0,174.651737
2023-01-30 09:13:00+00:00,174.96,175.24,174.8,175.0,175.0,48170.0,857.0,175.035293
2023-01-30 09:14:00+00:00,175.14,175.78,175.05,175.73,175.73,29950.0,618.0,175.480239
2023-01-30 09:15:00+00:00,175.76,175.98,175.6,175.97,175.97,29422.0,524.0,175.796348
2023-01-30 09:16:00+00:00,175.98,176.63,175.91,176.54,176.54,33326.0,698.0,176.292771
2023-01-30 09:17:00+00:00,176.53,176.53,176.09,176.09,176.09,25306.0,636.0,176.273571
2023-01-30 09:18:00+00:00,176.1,176.32,176.07,176.32,176.32,12601.0,303.0,176.164713
2023-01-30 09:19:00+00:00,176.39,177.3,176.39,177.29,177.29,25848.0,544.0,176.904408
2023-01-30 09:20:00+00:00,177.29,177.37,176.79,176.79,176.79,30210.0,572.0,177.054067
2023-01-30 09:21:00+00:00,176.75,177.14,176.75,177.1,177.1,11975.0,350.0,176.948254
2023-01-30 09:22:00+00:00,177.15,177.3,177.1,177.3,177.3,14202.0,336.0,177.185239
2023-01-30 09:23:00+00:00,177.3,177.31,176.75,176.75,176.75,22679.0,485.0,177.034911
2023-01-30 09:24:00+00:00,176.8,176.87,176.67,176.87,176.87,18072.0,386.0,176.773752
2023-01-30 09:25:00+00:00,176.82,176.9,176.55,176.8,176.8,30400.0,515.0,176.6946
2023-01-30 09:26:00+00:00,176.85,176.9,176.8,176.85,176.85,13635.0,338.0,176.833447
