date,open,high,low,close,Adj Close,volume,trade_count,vwap
2023-01-23 00:48:00+00:00,0.0891,0.0892,0.0891,0.0892,0.0892,57219.0,6.0,0.0891254269
2023-01-23 00:49:00+00:00,0.0893,0.0893,0.0893,0.0893,0.0893,9884.0,3.0,0.0893
2023-01-23 00:50:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,9000.0,2.0,0.0892
2023-01-23 00:51:00+00:00,0.0891,0.0891,0.0891,0.0891,0.0891,4755.0,1.0,0.0891
2023-01-23 00:52:00+00:00,0.0891,0.0891,0.0891,0.0891,0.0891,14339.0,3.0,0.0891
2023-01-23 00:53:00+00:00,0.0891,0.0892,0.0891,0.0891,0.0891,10462.0,5.0,0.0891454693
2023-01-23 00:54:00+00:00,0.0891,0.0892,0.0891,0.0892,0.0892,163789.0,6.0,0.0891801837
2023-01-23 00:55:00+00:00,0.089,0.089,0.0889,0.0889,0.0889,128209.0,14.0,0.0889609403
2023-01-23 00:57:00+00:00,0.089,0.089,0.0889,0.0889,0.0889,37375.0,8.0,0.0889518395
2023-01-23 00:58:00+00:00,0.0888,0.0888,0.0887,0.0888,0.0888,34904.0,8.0,0.0887545009
2023-01-23 00:59:00+00:00,0.0888,0.0888,0.0888,0.0888,0.0888,9000.0,1.0,0.0888
2023-01-23 01:00:00+00:00,0.0888,0.0889,0.0888,0.0889,0.0889,18513.0,10.0,0.0888742883
2023-01-23 01:01:00+00:00,0.0889,0.089,0.0889,0.089,0.089,3068.0,2.0,0.0889162973
2023-01-23 01:02:00+00:00,0.089,0.089,0.089,0.089,0.089,2812.0,1.0,0.089
2023-01-23 01:03:00+00:00,0.0889,0.089,0.0889,0.089,0.089,10460.0,2.0,0.0889536998
2023-01-23 01:04:00+00:00,0.089,0.089,0.089,0.089,0.089,17565.0,4.0,0.089
2023-01-23 01:05:00+00:00,0.089,0.0892,0.089,0.0892,0.0892,99546.0,9.0,0.0891855273
2023-01-23 01:06:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,18448.0,2.0,0.0892
2023-01-23 01:07:00+00:00,0.0891,0.0893,0.0891,0.0893,0.0893,39250.0,6.0,0.0891661299
2023-01-23 01:09:00+00:00,0.0893,0.0894,0.0893,0.0893,0.0893,27657.0,3.0,0.0893339082
2023-01-23 01:10:00+00:00,0.0894,0.0894,0.089,0.089,0.089,9329.0,3.0,0.0890899668
2023-01-23 01:11:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,30211.0,8.0,0.0892
2023-01-23 01:12:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,13298.0,3.0,0.0892
2023-01-23 01:13:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,98278.0,3.0,0.0892
2023-01-23 01:14:00+00:00,0.0893,0.0893,0.0893,0.0893,0.0893,9000.0,1.0,0.0893
2023-01-23 01:15:00+00:00,0.0892,0.0892,0.0892,0.0892,0.0892,50343.0,3.0,0.0892
2023-01-23 01:16:00+00:00,0.0891,0.0892,0.089,0.089,0.089,41308.0,5.0,0.0891204779
2023-01-23 01:18:00+00:00,0.0891,0.0891,0.0891,0.0891,0.0891,4898.0,3.0,0.0891
2023-01-23 01:19:00+00:00,0.089,0.0891,0.089,0.0891,0.0891,25400.0,13.0,0.0890407047
2023-01-23 01:20:00+00:00,0.0891,0.0892,0.0891,0.0892,0.0892,11280.0,3.0,0.0891565603
2023-01-23 01:21:00+00:00,0.0893,0.0893,0.0893,0.0893,0.0893,10074.0,3.0,0.0893
2023-01-23 01:22:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,5000.0,1.0,0.0894
2023-01-23 01:24:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,12202.0,4.0,0.0895
2023-01-23 01:25:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,7500.0,1.0,0.0894
2023-01-23 01:26:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,603673.0,9.0,0.0894
2023-01-23 01:27:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,8496.0,3.0,0.0895
2023-01-23 01:28:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,26277.0,5.0,0.0896
2023-01-23 01:29:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,167.0,1.0,0.0896
2023-01-23 01:30:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,23950.0,7.0,0.0896
2023-01-23 01:31:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,2651.0,2.0,0.0896
2023-01-23 01:32:00+00:00,0.0895,0.0895,0.0893,0.0895,0.0895,179238.0,6.0,0.0894671872
2023-01-23 01:33:00+00:00,0.0894,0.0894,0.0893,0.0893,0.0893,13989.0,4.0,0.0893037101
2023-01-23 01:34:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,24331.0,9.0,0.0894
2023-01-23 01:35:00+00:00,0.0894,0.0894,0.0893,0.0893,0.0893,251623.0,24.0,0.0893998657
2023-01-23 01:36:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,48627.0,2.0,0.0894
2023-01-23 01:37:00+00:00,0.0895,0.0895,0.0894,0.0894,0.0894,19011.0,5.0,0.0894946294
2023-01-23 01:38:00+00:00,0.0896,0.0898,0.0896,0.0897,0.0897,59760.0,9.0,0.0897045549
2023-01-23 01:39:00+00:00,0.0897,0.0897,0.0897,0.0897,0.0897,281.0,2.0,0.0897
2023-01-23 01:40:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,168.0,1.0,0.0896
2023-01-23 01:41:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,1291.0,1.0,0.0896
2023-01-23 01:43:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,16879.0,4.0,0.0896
2023-01-23 01:44:00+00:00,0.0897,0.0897,0.0897,0.0897,0.0897,138.0,1.0,0.0897
2023-01-23 01:45:00+00:00,0.0896,0.0897,0.0896,0.0897,0.0897,15573.0,2.0,0.0896473448
2023-01-23 01:46:00+00:00,0.0897,0.0897,0.0896,0.0896,0.0896,8735.0,5.0,0.089603194
2023-01-23 01:47:00+00:00,0.0896,0.0896,0.0896,0.0896,0.0896,279.0,1.0,0.0896
2023-01-23 01:48:00+00:00,0.0897,0.0898,0.0897,0.0898,0.0898,20705.0,3.0,0.0897617387
2023-01-23 01:49:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,43176.0,4.0,0.0898
2023-01-23 01:51:00+00:00,0.0899,0.09,0.0898,0.0899,0.0899,22243.0,5.0,0.0899004631
2023-01-23 01:52:00+00:00,0.0899,0.0899,0.0898,0.0899,0.0899,29519.0,3.0,0.0898745926
2023-01-23 01:53:00+00:00,0.0897,0.0897,0.0896,0.0896,0.0896,9231.0,4.0,0.0896974976
2023-01-23 01:54:00+00:00,0.0896,0.0896,0.0895,0.0895,0.0895,56255.0,9.0,0.0895460901
2023-01-23 01:55:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,74033.0,8.0,0.0895
2023-01-23 01:56:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,168.0,1.0,0.0895
2023-01-23 01:57:00+00:00,0.0894,0.0894,0.0894,0.0894,0.0894,231.0,1.0,0.0894
2023-01-23 01:59:00+00:00,0.0893,0.0893,0.0892,0.0892,0.0892,30219.0,5.0,0.0892164102
2023-01-23 02:00:00+00:00,0.0893,0.0894,0.0893,0.0893,0.0893,18844.0,3.0,0.0893445235
2023-01-23 02:02:00+00:00,0.0894,0.0895,0.0894,0.0895,0.0895,42034.0,9.0,0.0894468525
2023-01-23 02:03:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,24062.0,11.0,0.0895
2023-01-23 02:04:00+00:00,0.0894,0.0895,0.0893,0.0894,0.0894,27118.0,8.0,0.089374493
2023-01-23 02:05:00+00:00,0.0895,0.0895,0.0895,0.0895,0.0895,29671.0,7.0,0.0895
2023-01-23 02:06:00+00:00,0.0896,0.0897,0.0896,0.0897,0.0897,12051.0,5.0,0.0896485935
2023-01-23 02:07:00+00:00,0.0897,0.0897,0.0897,0.0897,0.0897,9000.0,1.0,0.0897
2023-01-23 02:08:00+00:00,0.0897,0.0898,0.0897,0.0898,0.0898,67908.0,3.0,0.0897062231
2023-01-23 02:09:00+00:00,0.0899,0.0901,0.0899,0.0901,0.0901,49599.0,10.0,0.0900286558
2023-01-23 02:10:00+00:00,0.0901,0.0903,0.0901,0.0902,0.0902,56021.0,13.0,0.0902131112
2023-01-23 02:11:00+00:00,0.0903,0.0903,0.09,0.0901,0.0901,229484.0,11.0,0.0900133452
2023-01-23 02:12:00+00:00,0.09,0.0901,0.0899,0.0901,0.0901,224237.0,5.0,0.0900917605
2023-01-23 02:14:00+00:00,0.09,0.09,0.09,0.09,0.09,3000.0,3.0,0.09
2023-01-23 02:15:00+00:00,0.0901,0.0901,0.0901,0.0901,0.0901,261.0,1.0,0.0901
2023-01-23 02:16:00+00:00,0.0902,0.0904,0.0902,0.0903,0.0903,112403.0,6.0,0.0902986246
2023-01-23 02:17:00+00:00,0.0904,0.0906,0.0904,0.0905,0.0905,32063.0,11.0,0.0904851262
2023-01-23 02:18:00+00:00,0.0904,0.0906,0.0904,0.0905,0.0905,48814.0,8.0,0.0905525013
2023-01-23 02:20:00+00:00,0.0905,0.0906,0.0903,0.0903,0.0903,37000.0,3.0,0.0905214865
2023-01-23 02:22:00+00:00,0.0904,0.0904,0.0903,0.0903,0.0903,34528.0,6.0,0.0903293038
2023-01-23 02:23:00+00:00,0.0902,0.0903,0.0902,0.0902,0.0902,103187.0,4.0,0.0902002684
2023-01-23 02:24:00+00:00,0.0901,0.0902,0.0901,0.0902,0.0902,18563.0,6.0,0.0901969671
2023-01-23 02:25:00+00:00,0.0903,0.0903,0.0903,0.0903,0.0903,6425.0,2.0,0.0903
2023-01-23 02:26:00+00:00,0.0903,0.0903,0.0903,0.0903,0.0903,90042.0,19.0,0.0903
2023-01-23 02:27:00+00:00,0.0903,0.0904,0.0903,0.0904,0.0904,24970.0,7.0,0.0903986704
2023-01-23 02:28:00+00:00,0.0904,0.0904,0.0903,0.0903,0.0903,1564.0,2.0,0.0903285806
2023-01-23 02:29:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,9000.0,1.0,0.0904
2023-01-23 02:30:00+00:00,0.0904,0.0904,0.0903,0.0903,0.0903,10370.0,3.0,0.0903988235
2023-01-23 02:31:00+00:00,0.0903,0.0904,0.0903,0.0904,0.0904,19488.0,5.0,0.0903509236
2023-01-23 02:32:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,4878.0,1.0,0.0904
2023-01-23 02:33:00+00:00,0.0903,0.0903,0.0903,0.0903,0.0903,8535.0,2.0,0.0903
2023-01-23 02:34:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,18000.0,5.0,0.0902
2023-01-23 02:35:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,18000.0,3.0,0.0902
2023-01-23 02:36:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,16772.0,7.0,0.0902
2023-01-23 02:37:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,113.0,1.0,0.0902
2023-01-23 02:38:00+00:00,0.0902,0.0903,0.0902,0.0903,0.0903,4066.0,2.0,0.0902065667
2023-01-23 02:41:00+00:00,0.0901,0.0901,0.0901,0.0901,0.0901,11713.0,1.0,0.0901
2023-01-23 02:42:00+00:00,0.09,0.09,0.0899,0.09,0.09,406464.0,34.0,0.0899994464
2023-01-23 02:43:00+00:00,0.09,0.0901,0.09,0.0901,0.0901,28824.0,5.0,0.0900746635
2023-01-23 02:44:00+00:00,0.0901,0.0901,0.0901,0.0901,0.0901,6747.0,1.0,0.0901
2023-01-23 02:46:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,8065.0,3.0,0.0902
2023-01-23 02:47:00+00:00,0.0903,0.0903,0.0902,0.0902,0.0902,51188.0,7.0,0.0902782078
2023-01-23 02:48:00+00:00,0.0904,0.0905,0.0904,0.0905,0.0905,13425.0,2.0,0.0904727151
2023-01-23 02:49:00+00:00,0.0905,0.0907,0.0905,0.0907,0.0907,26636.0,5.0,0.0906742717
2023-01-23 02:50:00+00:00,0.0907,0.0907,0.0906,0.0906,0.0906,203914.0,4.0,0.0906983782
2023-01-23 02:51:00+00:00,0.0905,0.0906,0.0904,0.0906,0.0906,39246.0,7.0,0.0904504969
2023-01-23 02:53:00+00:00,0.0904,0.0905,0.0903,0.0905,0.0905,55744.0,11.0,0.0904359411
2023-01-23 02:54:00+00:00,0.0905,0.0905,0.0904,0.0904,0.0904,43441.0,10.0,0.0904730784
2023-01-23 02:55:00+00:00,0.0906,0.0906,0.0906,0.0906,0.0906,1926.0,1.0,0.0906
2023-01-23 02:56:00+00:00,0.0906,0.0907,0.0906,0.0907,0.0907,13605.0,6.0,0.0906808526
2023-01-23 02:57:00+00:00,0.0908,0.091,0.0908,0.0909,0.0909,273696.0,26.0,0.0909487731
2023-01-23 02:58:00+00:00,0.091,0.0912,0.091,0.091,0.091,187762.0,40.0,0.0910506993
2023-01-23 02:59:00+00:00,0.0911,0.0911,0.091,0.091,0.091,19500.0,4.0,0.0910897436
2023-01-23 03:00:00+00:00,0.091,0.0911,0.0909,0.0909,0.0909,46540.0,9.0,0.0910008466
2023-01-23 03:01:00+00:00,0.0908,0.091,0.0908,0.091,0.091,12742.0,5.0,0.0908285826
2023-01-23 03:02:00+00:00,0.0909,0.091,0.0909,0.091,0.091,12065.0,2.0,0.0909207211
2023-01-23 03:03:00+00:00,0.0909,0.0909,0.0909,0.0909,0.0909,57114.0,8.0,0.0909
2023-01-23 03:04:00+00:00,0.0909,0.0909,0.0909,0.0909,0.0909,37221.0,4.0,0.0909
2023-01-23 03:05:00+00:00,0.0908,0.0908,0.0908,0.0908,0.0908,16791.0,4.0,0.0908
2023-01-23 03:06:00+00:00,0.0907,0.0907,0.0907,0.0907,0.0907,5938.0,1.0,0.0907
2023-01-23 03:07:00+00:00,0.0907,0.0908,0.0907,0.0908,0.0908,8227.0,3.0,0.0907106722
2023-01-23 03:08:00+00:00,0.0908,0.091,0.0908,0.091,0.091,102463.0,19.0,0.0908888408
2023-01-23 03:09:00+00:00,0.0911,0.0915,0.0911,0.0915,0.0915,439983.0,73.0,0.0913529834
2023-01-23 03:10:00+00:00,0.0915,0.0915,0.0914,0.0914,0.0914,6377.0,5.0,0.091496064
2023-01-23 03:11:00+00:00,0.0914,0.0915,0.0912,0.0912,0.0912,118017.0,3.0,0.0914139921
2023-01-23 03:12:00+00:00,0.0912,0.0913,0.0911,0.0912,0.0912,16571.0,8.0,0.0912328586
2023-01-23 03:13:00+00:00,0.0911,0.0912,0.091,0.0912,0.0912,217495.0,9.0,0.0911021729
2023-01-23 03:14:00+00:00,0.091,0.091,0.091,0.091,0.091,7847.0,2.0,0.091
2023-01-23 03:15:00+00:00,0.0909,0.0909,0.0908,0.0908,0.0908,22058.0,3.0,0.0908453668
2023-01-23 03:16:00+00:00,0.0907,0.0907,0.0907,0.0907,0.0907,14421.0,1.0,0.0907
2023-01-23 03:17:00+00:00,0.0907,0.0907,0.0906,0.0906,0.0906,15388.0,5.0,0.0906602352
2023-01-23 03:18:00+00:00,0.0906,0.0906,0.0906,0.0906,0.0906,999.0,1.0,0.0906
2023-01-23 03:19:00+00:00,0.0907,0.0907,0.0905,0.0905,0.0905,6475.0,3.0,0.0905326486
2023-01-23 03:20:00+00:00,0.0905,0.0906,0.0905,0.0905,0.0905,20449.0,3.0,0.0905228373
2023-01-23 03:21:00+00:00,0.0906,0.0906,0.0906,0.0906,0.0906,16105.0,3.0,0.0906
2023-01-23 03:22:00+00:00,0.0905,0.0905,0.0905,0.0905,0.0905,26063.0,4.0,0.0905
2023-01-23 03:23:00+00:00,0.0905,0.0905,0.0905,0.0905,0.0905,16550.0,4.0,0.0905
2023-01-23 03:24:00+00:00,0.0904,0.0904,0.0901,0.0904,0.0904,155294.0,12.0,0.0902453553
2023-01-23 03:25:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,12595.0,2.0,0.0904
2023-01-23 03:26:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,9859.0,2.0,0.0904
2023-01-23 03:27:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,7500.0,2.0,0.0904
2023-01-23 03:28:00+00:00,0.0904,0.0904,0.0904,0.0904,0.0904,19382.0,8.0,0.0904
2023-01-23 03:29:00+00:00,0.0905,0.0905,0.0903,0.0905,0.0905,6270.0,3.0,0.0903502711
2023-01-23 03:31:00+00:00,0.0903,0.0903,0.0902,0.0902,0.0902,103679.0,18.0,0.0902988763
2023-01-23 03:32:00+00:00,0.0901,0.0901,0.0899,0.09,0.09,160627.0,12.0,0.0899833036
2023-01-23 03:33:00+00:00,0.09,0.0901,0.09,0.09,0.09,37314.0,7.0,0.0900517607
2023-01-23 03:34:00+00:00,0.09,0.09,0.0898,0.0898,0.0898,151689.0,19.0,0.0898698469
2023-01-23 03:35:00+00:00,0.0899,0.09,0.0899,0.09,0.09,480145.0,22.0,0.0899878118
2023-01-23 03:36:00+00:00,0.09,0.09,0.0899,0.09,0.09,257289.0,40.0,0.0899141988
2023-01-23 03:37:00+00:00,0.09,0.0901,0.09,0.0901,0.0901,619084.0,49.0,0.0900012985
2023-01-23 03:38:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,11173.0,3.0,0.0902
2023-01-23 03:39:00+00:00,0.0902,0.0902,0.0902,0.0902,0.0902,50857.0,3.0,0.0902
2023-01-23 03:40:00+00:00,0.09,0.09,0.09,0.09,0.09,8798.0,1.0,0.09
2023-01-23 03:41:00+00:00,0.09,0.09,0.09,0.09,0.09,327.0,1.0,0.09
2023-01-23 03:42:00+00:00,0.09,0.09,0.09,0.09,0.09,434.0,2.0,0.09
2023-01-23 03:43:00+00:00,0.09,0.09,0.09,0.09,0.09,13196.0,6.0,0.09
2023-01-23 03:44:00+00:00,0.0901,0.0901,0.0901,0.0901,0.0901,21887.0,3.0,0.0901
2023-01-23 03:46:00+00:00,0.09,0.09,0.09,0.09,0.09,8474.0,1.0,0.09
2023-01-23 03:47:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,3676.0,2.0,0.0899
2023-01-23 03:48:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,10928.0,3.0,0.0898
2023-01-23 03:49:00+00:00,0.09,0.09,0.0899,0.0899,0.0899,23023.0,3.0,0.0899004821
2023-01-23 03:50:00+00:00,0.09,0.09,0.09,0.09,0.09,8889.0,3.0,0.09
2023-01-23 03:51:00+00:00,0.09,0.09,0.09,0.09,0.09,88977.0,6.0,0.09
2023-01-23 03:52:00+00:00,0.09,0.09,0.09,0.09,0.09,1226.0,1.0,0.09
2023-01-23 03:54:00+00:00,0.09,0.09,0.09,0.09,0.09,8330.0,2.0,0.09
2023-01-23 03:56:00+00:00,0.09,0.09,0.09,0.09,0.09,41203.0,5.0,0.09
2023-01-23 03:57:00+00:00,0.0899,0.0899,0.0897,0.0898,0.0898,42891.0,7.0,0.0897417314
2023-01-23 03:58:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,112587.0,17.0,0.0898
2023-01-23 03:59:00+00:00,0.0898,0.0898,0.0897,0.0897,0.0897,84904.0,6.0,0.0897300186
2023-01-23 04:00:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,9000.0,1.0,0.0898
2023-01-23 04:01:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,33766.0,1.0,0.0898
2023-01-23 04:02:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,632.0,2.0,0.0898
2023-01-23 04:03:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,553.0,1.0,0.0898
2023-01-23 04:04:00+00:00,0.0897,0.0897,0.0897,0.0897,0.0897,7112.0,1.0,0.0897
2023-01-23 04:05:00+00:00,0.0897,0.0897,0.0897,0.0897,0.0897,17054.0,3.0,0.0897
2023-01-23 04:06:00+00:00,0.0897,0.0897,0.0896,0.0896,0.0896,12008.0,5.0,0.08967495
2023-01-23 04:08:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,297440.0,72.0,0.0898
2023-01-23 04:09:00+00:00,0.0898,0.0899,0.0898,0.0899,0.0899,232532.0,14.0,0.0898003393
2023-01-23 04:12:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,73617.0,2.0,0.0899
2023-01-23 04:13:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,18000.0,1.0,0.0899
2023-01-23 04:14:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,9000.0,1.0,0.0899
2023-01-23 04:15:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,51291.0,3.0,0.0899
2023-01-23 04:16:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,5000.0,1.0,0.0899
2023-01-23 04:17:00+00:00,0.09,0.09,0.0899,0.0899,0.0899,83399.0,4.0,0.0899997458
2023-01-23 04:18:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,9000.0,5.0,0.0899
2023-01-23 04:19:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,116.0,1.0,0.0899
2023-01-23 04:20:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,122.0,1.0,0.0899
2023-01-23 04:21:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,770.0,2.0,0.0899
2023-01-23 04:22:00+00:00,0.0898,0.0898,0.0897,0.0897,0.0897,12616.0,2.0,0.0897396322
2023-01-23 04:24:00+00:00,0.0898,0.0898,0.0898,0.0898,0.0898,109100.0,14.0,0.0898
2023-01-23 04:25:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,16917.0,2.0,0.0899
2023-01-23 04:27:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,6230.0,1.0,0.0899
2023-01-23 04:28:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,218.0,1.0,0.0899
2023-01-23 04:29:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,286.0,1.0,0.0899
2023-01-23 04:30:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,4737.0,3.0,0.0899
2023-01-23 04:32:00+00:00,0.0899,0.0899,0.0899,0.0899,0.0899,267.0,1.0,0.0899
